NC_000913.3	1	1403	-	chromosomal replication initiator protein DnaA	NP_418157.1	202	FF8AD8	DnaA
NC_000913.3	1524455	1525177	-	DNA-binding transcriptional repressor MngR	NP_415258.1	7	f3f3f3	-1
NC_000913.3	1525286	1527262	+	2-O-alpha-mannosyl-D-glycerate specific PTS enzyme II	NP_415259.1	42	f3f3f3	-1
NC_000913.3	1527280	1529913	+	alpha-mannosidase	NP_415260.1	-1	f3f3f3	-1
NC_000913.3	1530760	1532328	+	cytochrome bd-I ubiquinol oxidase subunit I	NP_415261.2	632	f3f3f3	-1
NC_000913.3	1532344	1533483	+	cytochrome bd-I ubiquinol oxidase subunit II	NP_415262.1	611	f3f3f3	-1
NC_000913.3	1533498	1533611	+	cytochrome bd-I ubiquinol oxidase subunit CydX	YP_588444.1	-1	f3f3f3	-1
NC_000913.3	1533611	1533904	+	cyd operon protein YbgE	NP_415263.1	-1	f3f3f3	-1
NC_000913.3	1534054	1534454	+	esterase/thioesterase	NP_415264.1	1448	f3f3f3	-1
NC_000913.3	1534455	1535147	+	Tol-Pal system protein TolQ	NP_415265.1	498	f3f3f3	-1
NC_000913.3	1535151	1535579	+	Tol-Pal system protein TolR	NP_415266.1	-1	f3f3f3	-1
NC_000913.3	1535644	1536909	+	Tol-Pal system protein TolA	NP_415267.1	-1	f3f3f3	-1
NC_000913.3	1537042	1538334	+	Tol-Pal system periplasmic protein TolB	NP_415268.1	250	f3f3f3	-1
NC_000913.3	1538369	1538890	+	peptidoglycan-associated outer membrane lipoprotein Pal	NP_415269.1	343	f3f3f3	-1
NC_000913.3	1538900	1539691	+	cell division coordinator CpoB	NP_415270.1	912	f3f3f3	-1
NC_000913.3	1541387	1542430	+	quinolinate synthase	NP_415271.1	740	f3f3f3	-1
NC_000913.3	1542468	1543183	+	nicotinamide riboside transporter	NP_415272.1	-1	f3f3f3	-1
NC_000913.3	1543184	1544125	-	Zn(2(+))/Cd(2(+))/Ni(2(+))/Cu(2(+)) exporter	NP_415273.1	697	f3f3f3	-1
NC_000913.3	1544239	1544619	-	PF13985 family protein YbgS	NP_415274.1	-1	f3f3f3	-1
NC_000913.3	1544935	1545987	+	3-deoxy-7-phosphoheptulonate synthase, Phe-sensitive	NP_415275.1	882	f3f3f3	-1
NC_000913.3	1546145	1546897	-	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	NP_415276.1	-1	f3f3f3	-1
NC_000913.3	1547099	1548132	-	galactose-1-epimerase	NP_415277.1	-1	f3f3f3	-1
NC_000913.3	1548133	1549281	-	galactokinase	NP_415278.1	-1	f3f3f3	-1
NC_000913.3	1549285	1550331	-	galactose-1-phosphate uridylyltransferase	NP_415279.1	-1	f3f3f3	-1
NC_000913.3	1550341	1551357	-	UDP-glucose 4-epimerase	NP_415280.3	186	f3f3f3	-1
NC_000913.3	1551618	1553090	-	ABC family protein ModF	NP_415281.1	-1	f3f3f3	-1
NC_000913.3	1553158	1553946	-	DNA-binding transcriptional dual regulator ModE	NP_415282.1	-1	f3f3f3	-1
NC_000913.3	1554075	1554224	+	multidrug efflux pump accessory protein AcrZ	NP_415283.1	-1	f3f3f3	-1
NC_000913.3	1554391	1555164	+	molybdate ABC transporter periplasmic binding protein	NP_415284.1	-1	f3f3f3	-1
NC_000913.3	1555164	1555853	+	molybdate ABC transporter membrane subunit	NP_415285.1	625	f3f3f3	-1
NC_000913.3	1555856	1556914	+	molybdate ABC transporter ATP binding subunit	NP_415286.1	-1	f3f3f3	-1
NC_000913.3	1556915	1557733	-	pyridoxal phosphate/fructose-1,6-bisphosphate phosphatase	NP_415287.1	139	f3f3f3	-1
NC_000913.3	1557888	1558883	+	6-phosphogluconolactonase	NP_415288.1	-1	f3f3f3	-1
NC_000913.3	1558924	1559877	-	putative DNA-binding transcriptional regulator YbhD	NP_415289.4	1	f3f3f3	-1
NC_000913.3	1560061	1561113	+	putative isomerase YbhH	NP_415290.1	-1	f3f3f3	-1
NC_000913.3	1561189	1562622	+	putative tricarboxylate transporter	NP_415291.1	878	f3f3f3	-1
NC_000913.3	1562805	1565066	+	putative hydratase YbhJ	NP_415292.2	-1	f3f3f3	-1
NC_000913.3	1565300	1566583	-	outer membrane lipoprotein YhbC	NP_415293.1	-1	f3f3f3	-1
NC_000913.3	1566735	1567211	-	putative kinase inhibitor	NP_415294.1	-1	f3f3f3	-1
NC_000913.3	1567270	1568559	-	adenosylmethionine-8-amino-7-oxononanoate aminotransferase	NP_415295.1	401	FF2600	BioA
NC_000913.3	1568646	1569682	+	biotin synthase	NP_415296.1	329	0096FF	BioB
NC_000913.3	1569683	1570823	+	8-amino-7-oxononanoate synthase	NP_415297.1	105	FF9300	BioF
NC_000913.3	1570824	1571571	+	malonyl-acyl carrier protein methyltransferase	NP_415298.1	67	73FDFF	BioC
NC_000913.3	1571572	1572249	+	dethiobiotin synthetase	NP_415299.1	119	D4FB79	BioD
NC_000913.3	1572828	1574849	+	excision nuclease subunit B	NP_415300.1	211	f3f3f3	-1
NC_000913.3	1575041	1575949	-	putative transferase YbhK	NP_415301.1	1246	f3f3f3	-1
NC_000913.3	1576346	1577335	+	GTP 3',8'-cyclase	NP_415302.1	-1	f3f3f3	-1
NC_000913.3	1577357	1577869	+	MoaB protein	NP_415303.1	1095	f3f3f3	-1
NC_000913.3	1577872	1578349	+	cyclic pyranopterin monophosphate synthase	NP_415304.1	-1	f3f3f3	-1
NC_000913.3	1578350	1578595	+	molybdopterin synthase sulfur carrier subunit	NP_415305.1	-1	f3f3f3	-1
NC_000913.3	1578597	1579049	+	molybdopterin synthase catalytic subunit	NP_415306.1	-1	f3f3f3	-1
NC_000913.3	1579186	1579890	+	Bax1-I family protein YbhL	NP_415307.1	117	f3f3f3	-1
NC_000913.3	1580095	1580808	+	Bax1-I family protein YbhM	NP_415308.1	-1	f3f3f3	-1
NC_000913.3	1580844	1581800	-	conserved inner membrane protein YbhN	NP_415309.1	1213	f3f3f3	-1
NC_000913.3	1581800	1583037	-	cardiolipin synthase B	NP_415310.1	-1	f3f3f3	-1
NC_000913.3	1583038	1583799	-	endonuclease/exonuclease/phosphatase domain-containing protein YbhP	NP_415311.1	-1	f3f3f3	-1
NC_000913.3	1583932	1584303	+	putative inner membrane protein	NP_415312.1	-1	f3f3f3	-1
NC_000913.3	1584304	1585410	-	putative ABC exporter membrane subunit YbhR	NP_415313.1	132	f3f3f3	-1
NC_000913.3	1585421	1586546	-	putative ABC exporter membrane subunit YbhS	NP_415314.1	132	f3f3f3	-1
NC_000913.3	1586547	1588275	-	putative ABC exporter ATP binding subunit	NP_415315.4	132	f3f3f3	-1
NC_000913.3	1588276	1589274	-	HlyD_D23 family protein YbhG	NP_415316.1	27	f3f3f3	-1
NC_000913.3	1589274	1589945	-	DNA-binding transcriptional dual regulator CecR	NP_415317.4	1265	f3f3f3	-1
NC_000913.3	1590174	1591538	+	ATP-dependent RNA helicase RhlE	NP_415318.1	431	f3f3f3	-1
NC_000913.3	1591770	1592252	-	N-glycosidase YbiA	NP_415319.1	-1	f3f3f3	-1
NC_000913.3	1592372	1594522	+	ATP-dependent DNA helicase DinG	NP_415320.1	1362	f3f3f3	-1
NC_000913.3	1594550	1595512	+	nonspecific DNA-binding protein YbiB	NP_415321.1	-1	f3f3f3	-1
NC_000913.3	1595653	1596738	+	hydroxycarboxylate dehydrogenase B	NP_415322.1	898	f3f3f3	-1
NC_000913.3	1596967	1597227	-	DUF1471 domain-containing protein YbiJ	NP_415323.1	137	f3f3f3	-1
NC_000913.3	1597492	1597758	-	zinc finger domain-containing protein YbiI	NP_415324.1	-1	f3f3f3	-1
NC_000913.3	1597832	1598509	-	PKHD-type hydroxylase YbiX	NP_415325.4	-1	f3f3f3	-1
NC_000913.3	1598551	1600833	-	putative iron siderophore outer membrane transporter	NP_415326.1	56	f3f3f3	-1
NC_000913.3	1601098	1601358	-	DUF1471 domain-containing protein McbA	NP_415327.2	137	f3f3f3	-1
NC_000913.3	1601634	1602556	+	23S rRNA m(6)A1618 methyltransferase	NP_415328.4	-1	f3f3f3	-1
NC_000913.3	1602557	1604782	-	moderate conductance mechanosensitive channel	NP_415329.4	-1	f3f3f3	-1
NC_000913.3	1605043	1605761	-	L-glutamine ABC transporter ATP binding subunit	NP_415330.1	-1	f3f3f3	-1
NC_000913.3	1605762	1606421	-	L-glutamine ABC transporter membrane subunit	NP_415331.1	1316	f3f3f3	-1
NC_000913.3	1606560	1607306	-	L-glutamine ABC transporter periplasmic binding protein	NP_415332.1	920	f3f3f3	-1
NC_000913.3	1607710	1608213	-	stationary phase nucleoid protein that sequesters iron and protects DNA from damage	NP_415333.1	1254	f3f3f3	-1
NC_000913.3	1608512	1609399	-	L-threonine/L-homoserine exporter	NP_415334.1	-1	f3f3f3	-1
NC_000913.3	1609634	1609699	+	protein YliM	YP_009518760.1|gnl|REF_b4736|CDS1024	-1	f3f3f3	-1
NC_000913.3	1609752	1610267	+	outer membrane protein X	NP_415335.1	-1	f3f3f3	-1
NC_000913.3	1610316	1611899	-	phosphoethanolamine transferase	NP_415336.1	421	f3f3f3	-1
NC_000913.3	1612171	1612299	-	small protein MntS	YP_009029995.1	-1	f3f3f3	-1
NC_000913.3	1612485	1612948	+	DNA-binding transcriptional dual regulator MntR	NP_415338.1	-1	f3f3f3	-1
NC_000913.3	1612949	1614067	+	putative transporter YbiR	NP_415339.1	-1	f3f3f3	-1
NC_000913.3	1614126	1615046	-	L,D-transpeptidase YbiS	NP_415340.1	645	f3f3f3	-1
NC_000913.3	1615265	1616857	+	ABC transporter ATP-binding protein YbiT	NP_415341.1	-1	f3f3f3	-1
NC_000913.3	1617098	1618363	-	DUF1479 domain-containing protein YbiU	NP_415342.1	-1	f3f3f3	-1
NC_000913.3	1618515	1619330	-	sugar phosphatase	NP_415343.1	139	f3f3f3	-1
NC_000913.3	1619476	1621908	-	putative pyruvate formate lyase	NP_415344.1	422	f3f3f3	-1
NC_000913.3	1621914	1622813	-	putative pyruvate formate-lyase activating enzyme YbiY	NP_415345.2	418	f3f3f3	-1
NC_000913.3	1622944	1623606	+	fructose-6-phosphate aldolase 1	NP_415346.4	290	f3f3f3	-1
NC_000913.3	1623682	1624431	-	molybdopterin-synthase adenylyltransferase	NP_415347.1	379	f3f3f3	-1
NC_000913.3	1624431	1625666	-	molybdopterin molybdotransferase	NP_415348.1	-1	f3f3f3	-1
NC_000913.3	1625870	1626821	+	isoaspartyl dipeptidase proenzyme	NP_415349.1	-1	f3f3f3	-1
NC_000913.3	1626822	1628693	+	glutathione ABC transporter ATP binding subunit GsiA	NP_415350.2	1275	f3f3f3	-1
NC_000913.3	1628713	1630251	+	glutathione ABC transporter periplasmic binding protein	NP_415351.1	46	f3f3f3	-1
NC_000913.3	1630269	1631189	+	glutathione ABC transporter membrane subunit GsiC	NP_415352.1	86	f3f3f3	-1
NC_000913.3	1631192	1632103	+	glutathione ABC transporter membrane subunit GsiD	NP_415353.1	1472	f3f3f3	-1
NC_000913.3	1632281	1634629	+	putative c-di-GMP phosphodiesterase PdeI	NP_415354.1	9	f3f3f3	-1
NC_000913.3	1634637	1635965	+	putative diguanylate cyclase DgcI	NP_415355.1	-1	f3f3f3	-1
NC_000913.3	1636012	1637337	-	ribosomal protein S12 methylthiotransferase RimO	NP_415356.1	1278	f3f3f3	-1
NC_000913.3	1637550	1637933	+	regulator of biofilm formation	NP_415357.1	-1	f3f3f3	-1
NC_000913.3	1638044	1639155	+	aldose sugar dehydrogenase YliI	NP_415358.1	-1	f3f3f3	-1
NC_000913.3	1639156	1639782	-	glutathione S-transferase GstB	NP_415359.4	908	f3f3f3	-1
NC_000913.3	1640029	1641231	+	D-alanyl-D-alanine carboxypeptidase DacC	NP_415360.1	163	f3f3f3	-1
NC_000913.3	1641278	1642036	-	DNA-binding transcriptional repressor DeoR	NP_415361.1	41	f3f3f3	-1
NC_000913.3	1642094	1642690	-	undecaprenyl pyrophosphate phosphatase	NP_415362.1	-1	f3f3f3	-1
NC_000913.3	1642975	1644207	+	multidrug efflux pump MdfA/Na(+):H(+) antiporter/K(+):H(+) antiporter	NP_415363.1	1084	f3f3f3	-1
NC_000913.3	1644248	1644532	-	uncharacterized protein YbjH	NP_415364.1	-1	f3f3f3	-1
NC_000913.3	1644618	1645433	-	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase	NP_415365.4	139	f3f3f3	-1
NC_000913.3	1645433	1646641	-	inner membrane protein YbjJ	NP_415366.1	-1	f3f3f3	-1
NC_000913.3	1646725	1647261	+	DNA-binding transcriptional regulator RcdA	NP_415367.1	1143	f3f3f3	-1
NC_000913.3	1647436	1649121	-	putative transport protein YbjL	NP_415368.1	1342	f3f3f3	-1
NC_000913.3	1649391	1649768	+	putative inner membrane protein	NP_415369.1	-1	f3f3f3	-1
NC_000913.3	1649798	1650055	-	reduced glutaredoxin 1	NP_415370.1	-1	f3f3f3	-1
NC_000913.3	1650215	1650485	+	DUF1418 domain-containing protein YbjC	NP_415371.1	-1	f3f3f3	-1
NC_000913.3	1650486	1651208	+	NADPH-dependent nitroreductase NfsA	NP_415372.1	-1	f3f3f3	-1
NC_000913.3	1651269	1652171	+	ribosomal protein S6 modification protein	NP_415373.1	-1	f3f3f3	-1
NC_000913.3	1652259	1652735	+	protein YbjN	NP_415374.1	-1	f3f3f3	-1
NC_000913.3	1653086	1654198	+	putrescine ABC transporter periplasmic binding protein	NP_415375.1	-1	f3f3f3	-1
NC_000913.3	1654293	1655426	+	putrescine ABC transporter ATP binding subunit	NP_415376.4	-1	f3f3f3	-1
NC_000913.3	1655436	1656385	+	putrescine ABC transporter membrane subunit PotH	NP_415377.1	-1	f3f3f3	-1
NC_000913.3	1656386	1657231	+	putrescine ABC transporter membrane subunit PotI	NP_415378.1	-1	f3f3f3	-1
NC_000913.3	1657291	1657779	+	putative inner membrane protein	NP_415379.1	-1	f3f3f3	-1
NC_000913.3	1657820	1658947	+	23S rRNA m(5)U747 methyltransferase	NP_415380.1	-1	f3f3f3	-1
NC_000913.3	1659146	1659877	-	L-arginine ABC transporter periplasmic binding protein	NP_415381.1	428	f3f3f3	-1
NC_000913.3	1660168	1660836	-	L-arginine ABC transporter membrane subunit ArtM	NP_415382.1	-1	f3f3f3	-1
NC_000913.3	1660836	1661552	-	L-arginine ABC transporter membrane subunit ArtQ	NP_415383.1	1413	f3f3f3	-1
NC_000913.3	1661559	1662290	-	putative ABC transporter periplasmic binding protein ArtI	NP_415384.1	428	f3f3f3	-1
NC_000913.3	1662308	1663036	-	L-arginine ABC transporter ATP binding subunit	NP_415385.1	-1	f3f3f3	-1
NC_000913.3	1663254	1663769	-	DUF3828 domain-containing lipoprotein YbjP	NP_415386.1	-1	f3f3f3	-1
NC_000913.3	1663895	1664214	+	putative heavy metal binding protein YbjQ	NP_415387.1	-1	f3f3f3	-1
NC_000913.3	1664215	1665041	+	N-acetylmuramoyl-L-alanine amidase D	NP_415388.1	867	f3f3f3	-1
NC_000913.3	1665042	1666055	-	putative NAD(P)H-binding oxidoreductase with NAD(P)-binding Rossmann-fold domain	NP_415389.2	-1	f3f3f3	-1
NC_000913.3	1666154	1667584	-	putative NAD(P)-dependent oxidoreductase YbjT	NP_415390.4	186	f3f3f3	-1
NC_000913.3	1667595	1668596	-	low-specificity L-threonine aldolase	NP_415391.1	1397	f3f3f3	-1
NC_000913.3	1668633	1670351	-	pyruvate oxidase	NP_415392.1	-1	f3f3f3	-1
NC_000913.3	1670484	1671452	-	NADH oxidoreductase	NP_415393.1	63	f3f3f3	-1
NC_000913.3	1671464	1673116	-	protein S-nitrosylase	NP_415394.4	1124	f3f3f3	-1
NC_000913.3	1673260	1674159	-	L-lysine exporter	NP_415395.2	1379	f3f3f3	-1
NC_000913.3	1674654	1675349	-	water channel AqpZ	NP_415396.1	1031	f3f3f3	-1
NC_000913.3	1675775	1677429	+	DUF2813 domain-containing protein YbjD	NP_415397.1	-1	f3f3f3	-1
NC_000913.3	1677430	1678422	-	DUF535 domain-containing protein YbjX	NP_415398.1	-1	f3f3f3	-1
NC_000913.3	1678537	1679648	+	ABC-type tripartite efflux pump membrane fusion protein	NP_415399.4	-1	f3f3f3	-1
NC_000913.3	1679649	1681595	+	ABC-type tripartite efflux pump ATP binding/membrane subunit	NP_415400.1	1138	f3f3f3	-1
NC_000913.3	1681668	1681892	-	DNA replication inhibitor	NP_415401.1	19	f3f3f3	-1
NC_000913.3	1682215	1682535	+	specificity factor for ClpA-ClpP chaperone-protease complex	NP_415402.1	1086	f3f3f3	-1
NC_000913.3	1682566	1684842	+	ATP-dependent Clp protease ATP-binding subunit ClpA	NP_415403.1	762	f3f3f3	-1
NC_000913.3	1685527	1685745	-	translation initiation factor IF-1	NP_415404.1	408	f3f3f3	-1
NC_000913.3	1686030	1686734	-	leucyl/phenylalanyl-tRNA--protein transferase	NP_415405.1	1428	f3f3f3	-1
NC_000913.3	1686776	1688497	-	glutathione/L-cysteine ABC exporter subunit CydC	NP_415406.1	-1	f3f3f3	-1
NC_000913.3	1688498	1690264	-	glutathione/L-cysteine ABC exporter subunit CydD	NP_415407.1	-1	f3f3f3	-1
NC_000913.3	1690387	1691352	-	thioredoxin reductase	NP_415408.1	324	f3f3f3	-1
NC_000913.3	1691897	1692391	+	DNA-binding transcriptional dual regulator Lrp	NP_415409.1	903	f3f3f3	-1
NC_000913.3	1692526	1696515	+	cell division DNA translocase FtsK	NP_415410.1	568	f3f3f3	-1
NC_000913.3	1696674	1697285	+	outer membrane lipoprotein carrier protein	NP_415411.2	1389	f3f3f3	-1
NC_000913.3	1697296	1698639	+	recombination factor	NP_415412.1	1328	f3f3f3	-1
NC_000913.3	1698730	1700022	+	serine--tRNA ligase	NP_415413.1	230	f3f3f3	-1
NC_000913.3	1700261	1702705	+	dimethyl sulfoxide reductase subunit A	NP_415414.4	22	f3f3f3	-1
NC_000913.3	1702716	1703333	+	dimethyl sulfoxide reductase subunit B	NP_415415.1	54	f3f3f3	-1
NC_000913.3	1703335	1704198	+	dimethyl sulfoxide reductase subunit C	NP_415416.1	1353	f3f3f3	-1
NC_000913.3	1704233	1704859	-	putative hydrolase	NP_415417.1	-1	f3f3f3	-1
NC_000913.3	1705173	1706321	+	putative transporter YcaD	NP_415418.1	-1	f3f3f3	-1
NC_000913.3	1706531	1707961	+	putative transporter YcaM	NP_415419.2	806	f3f3f3	-1
NC_000913.3	1707962	1708870	-	putative LysR-type transcriptional regulator YcaN	NP_415420.1	1	f3f3f3	-1
NC_000913.3	1708970	1709560	+	putative NAD(P)H-dependent oxidoreductase YcaK	NP_415421.1	615	f3f3f3	-1
NC_000913.3	1709642	1710382	-	pyruvate formate-lyase activating enzyme	NP_415422.1	418	f3f3f3	-1
NC_000913.3	1710574	1712856	-	pyruvate formate-lyase	NP_415423.1	422	f3f3f3	-1
NC_000913.3	1712911	1713768	-	formate channel FocA	NP_415424.1	851	f3f3f3	-1
NC_000913.3	1714174	1715934	-	ribosomal protein S12 methylthiotransferase accessory factor YcaO	NP_415425.4	-1	f3f3f3	-1
NC_000913.3	1716064	1716756	+	DUF421 domain-containing protein YcaP	NP_415426.1	-1	f3f3f3	-1
NC_000913.3	1716955	1718043	+	phosphoserine/phosphohydroxythreonine aminotransferase	NP_415427.1	-1	f3f3f3	-1
NC_000913.3	1718114	1719397	+	3-phosphoshikimate 1-carboxyvinyltransferase	NP_415428.1	-1	f3f3f3	-1
NC_000913.3	1719566	1720330	+	periplasmic protease YcaL	NP_415429.2	1433	f3f3f3	-1
NC_000913.3	1720503	1721186	+	cytidylate kinase	NP_415430.1	492	f3f3f3	-1
NC_000913.3	1721297	1722970	+	30S ribosomal subunit protein S1	NP_415431.1	397	f3f3f3	-1
NC_000913.3	1723130	1723414	+	integration host factor subunit beta	NP_415432.1	673	f3f3f3	-1
NC_000913.3	1723622	1725886	+	conserved inner membrane protein YcaI	NP_415433.4	502	f3f3f3	-1
NC_000913.3	1725923	1727667	+	ATP-binding lipopolysaccharide transport protein	NP_415434.1	122	f3f3f3	-1
NC_000913.3	1727668	1728654	+	tetraacyldisaccharide 4'-kinase	NP_415435.1	902	f3f3f3	-1
NC_000913.3	1728691	1729923	+	winged helix DNA-binding domain-containing protein YcaQ	NP_415436.1	-1	f3f3f3	-1
NC_000913.3	1729975	1730153	+	UPF0434 family protein YcaR	NP_415437.1	671	f3f3f3	-1
NC_000913.3	1730154	1730900	+	3-deoxy-manno-octulosonate cytidylyltransferase	NP_415438.1	863	f3f3f3	-1
NC_000913.3	1731054	1731923	+	putative phosphotransferase YcbJ	NP_415439.1	-1	f3f3f3	-1
NC_000913.3	1731924	1732703	-	envelope biogenesis factor	NP_415440.1	-1	f3f3f3	-1
NC_000913.3	1732839	1733620	+	tRNA cmo(5)U34 methyltransferase	NP_415441.1	1455	f3f3f3	-1
NC_000913.3	1733621	1734923	+	chromosome partitioning protein MukF	NP_415442.1	-1	f3f3f3	-1
NC_000913.3	1734924	1735628	+	chromosome partitioning protein MukE	NP_415443.2	-1	f3f3f3	-1
NC_000913.3	1735628	1740088	+	chromosome partitioning protein MukB	NP_415444.1	-1	f3f3f3	-1
NC_000913.3	1740349	1742196	+	L,D-transpeptidase LdtD	NP_415445.1	-1	f3f3f3	-1
NC_000913.3	1742377	1742925	+	DUF882 domain-containing protein YcbK	NP_415446.1	-1	f3f3f3	-1
NC_000913.3	1742952	1743599	+	hydroxyacylglutathione hydrolase GloC	NP_415447.1	1416	f3f3f3	-1
NC_000913.3	1743821	1745011	-	aspartate aminotransferase	NP_415448.1	1152	f3f3f3	-1
NC_000913.3	1745196	1746284	-	outer membrane porin F	NP_415449.1	414	f3f3f3	-1
NC_000913.3	1746887	1748287	-	asparagine--tRNA ligase	NP_415450.1	1059	f3f3f3	-1
NC_000913.3	1748456	1749658	-	nicotinate phosphoribosyltransferase	NP_415451.1	-1	f3f3f3	-1
NC_000913.3	1749924	1752536	+	aminopeptidase N	NP_415452.1	-1	f3f3f3	-1
NC_000913.3	1752579	1753342	-	aliphatic sulfonate ABC transporter ATP binding subunit	NP_415453.1	-1	f3f3f3	-1
NC_000913.3	1753343	1754134	-	aliphatic sulfonate ABC transporter membrane subunit	NP_415454.4	859	f3f3f3	-1
NC_000913.3	1754145	1755286	-	FMNH2-dependent alkanesulfonate monooxygenase	NP_415455.1	1367	f3f3f3	-1
NC_000913.3	1755287	1756238	-	aliphatic sulfonate ABC transporter periplasmic binding protein	NP_415456.4	1153	f3f3f3	-1
NC_000913.3	1756239	1756814	-	NADPH-dependent FMN reductase	NP_415457.1	-1	f3f3f3	-1
NC_000913.3	1757170	1757709	+	putative laminin-binding fimbrial subunit	NP_415458.2	12	f3f3f3	-1
NC_000913.3	1757792	1758493	+	putative fimbrial chaperone ElfD	NP_415459.1	23	f3f3f3	-1
NC_000913.3	1758518	1761108	+	putative fimbrial usher protein ElfC	NP_415460.1	43	f3f3f3	-1
NC_000913.3	1761109	1762179	+	putative fimbrial-like adhesin protein	NP_415461.1	846	f3f3f3	-1
NC_000913.3	1762191	1762733	+	putative fimbrial protein YcbU	NP_415462.1	12	f3f3f3	-1
NC_000913.3	1762741	1763248	+	putative fimbrial protein YcbV	NP_415463.2	12	f3f3f3	-1
NC_000913.3	1763249	1763959	+	putative fimbrial chaperone YcbF	NP_415464.4	23	f3f3f3	-1
NC_000913.3	1764070	1765080	+	dihydroorotate dehydrogenase, type 2	NP_415465.1	241	f3f3f3	-1
NC_000913.3	1765254	1765792	+	cell division protein ZapC	NP_415466.4	-1	f3f3f3	-1
NC_000913.3	1765793	1766902	-	6-N-hydroxylaminopurine resistance protein	NP_415467.1	63	f3f3f3	-1
NC_000913.3	1767146	1769254	+	fused 23S rRNA m(2)G2445 methyltransferase and 23S rRNA m(7)G2069 methyltransferase	NP_415468.1	1305	f3f3f3	-1
NC_000913.3	1769266	1771173	+	ATP-binding protein with possible role in replication	NP_415469.1	-1	f3f3f3	-1
NC_000913.3	1771303	1772556	+	intermembrane transport protein PqiA	NP_415470.1	1234	f3f3f3	-1
NC_000913.3	1772561	1774197	+	intermembrane transport protein PqiB	NP_415471.1	911	f3f3f3	-1
NC_000913.3	1774198	1774761	+	intermembrane transport lipoprotein PqiC	NP_415472.2	-1	f3f3f3	-1
NC_000913.3	1775017	1775184	+	ribosome modulation factor	NP_415473.1	-1	f3f3f3	-1
NC_000913.3	1775254	1775772	-	beta-hydroxyacyl-acyl carrier protein dehydratase/isomerase	NP_415474.1	-1	f3f3f3	-1
NC_000913.3	1775841	1777601	-	putative ATP-dependent protease YcbZ	NP_415475.1	1392	f3f3f3	-1
NC_000913.3	1777787	1778239	+	macrodomain Ter protein	NP_415476.1	-1	f3f3f3	-1
NC_000913.3	1778315	1779355	-	outer membrane porin A	NP_415477.1	-1	f3f3f3	-1
NC_000913.3	1779712	1780221	-	cell division inhibitor SulA	NP_415478.1	-1	f3f3f3	-1
NC_000913.3	1780440	1781031	+	transcriptional coactivator for CRP	NP_415479.1	1418	f3f3f3	-1
NC_000913.3	1781032	1783185	-	putative transporter YccS	NP_415480.2	1356	f3f3f3	-1
NC_000913.3	1783204	1783650	-	conserved inner membrane protein YccF	NP_415481.1	-1	f3f3f3	-1
NC_000913.3	1783773	1785827	+	DNA helicase IV	NP_415482.1	-1	f3f3f3	-1
NC_000913.3	1785859	1786317	-	methylglyoxal synthase	NP_415483.2	-1	f3f3f3	-1
NC_000913.3	1786413	1787075	-	DUF2057 domain-containing protein YccT	NP_415484.1	-1	f3f3f3	-1
NC_000913.3	1787248	1787661	+	putative CoA-binding protein with NAD(P)-binding Rossmann-fold domain	NP_415485.4	1419	f3f3f3	-1
NC_000913.3	1787706	1788023	-	heat shock protein, hemimethylated DNA-binding protein	NP_415486.4	-1	f3f3f3	-1
NC_000913.3	1788081	1789271	-	23S rRNA m(5)C1962 methyltransferase	NP_415487.4	1305	f3f3f3	-1
NC_000913.3	1789366	1789640	+	acylphosphatase	NP_415488.1	-1	f3f3f3	-1
NC_000913.3	1789641	1789970	-	sulfur transfer protein TusE	NP_415489.4	1443	f3f3f3	-1
NC_000913.3	1790061	1790720	-	modulator of FtsH protease	NP_415490.1	-1	f3f3f3	-1
NC_000913.3	1791441	1792555	+	hydrogenase 1 small subunit	NP_415491.1	1371	f3f3f3	-1
NC_000913.3	1792556	1794349	+	hydrogenase 1 large subunit	NP_415492.1	873	f3f3f3	-1
NC_000913.3	1794368	1795071	+	hydrogenase 1 cytochrome b subunit	NP_415493.1	1431	f3f3f3	-1
